label	norm	preferred_surface	count_hint_sum	n_sources	source_files	variants
NORP	disciples	disciples	23	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	disciples
NORP	male lay followers	male lay followers	23	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	male lay followers
NORP	male & female lay followers	male & female lay followers	22	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	male & female lay followers
NORP	kshatriyas	kshatriyas	21	5	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	kshatriyas
NORP	cetis	Cetis	20	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Cetis; cetis
NORP	malla clan	Malla clan	19	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Malla clan; malla clan
NORP	jain	Jain	18	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Jain; jain
NORP	kasis	Kasis	18	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Kasis; kasis
NORP	paccekabuddhas	paccekabuddhas	18	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	paccekabuddhas
NORP	ariyan disciple	Ariyan disciple	17	5	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Ariyan disciple; ariyan disciple
NORP	awakened ones	Awakened Ones	17	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Awakened Ones; awakened ones
NORP	jains	Jains	17	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Jains; jains
NORP	licchavi	Licchavi	17	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Licchavi; licchavi
NORP	mallan	Mallan	17	7	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/verses_norp.txt	Mallan; mallan
NORP	ariyas	Ariyas	16	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Ariyas; ariyas
NORP	contented devas	Contented Devas	16	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Contented Devas; Contented devas; contented devas
NORP	gold_not_in_ati	gold_not_in_ati	16	1	graph/entities/TEXT/norp_all.txt	gold_not_in_ati
NORP	kumbhandas	Kumbhandas	16	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Kumbhandas; kumbhandas
NORP	nymph	nymph	16	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	nymph
NORP	sakyas	Sakyas	16	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Sakyas; sakyas
NORP	ajivaka	Ajivaka	15	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Ajivaka; ajivaka
NORP	community of monks	community of monks	15	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	community of monks
NORP	deities	deities	15	7	graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/norp_reconcile.txt; graph/entities/TEXT/verses_norp.txt	deities
NORP	great forty	Great Forty	15	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Great Forty; great forty
NORP	magadhan	Magadhan	15	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Magadhan; magadhan
NORP	nimmanarati devas	Nimmanarati devas	15	3	graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Nimmanarati devas
NORP	radiant devas	Radiant Devas	15	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Radiant Devas; Radiant devas; radiant devas
NORP	angas	Angas	14	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Angas; angas
NORP	māras	māras	14	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Māras; māras
NORP	paccekabuddha	paccekabuddha	14	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	paccekabuddha
NORP	bharadvaja clan	Bharadvaja clan	13	6	graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Bharadvaja clan
NORP	brahmanas	brahmanas	13	7	graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/norp_reconcile.txt; graph/entities/TEXT/verses_norp.txt	brahmanas
NORP	celestial	celestial	13	5	graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/verses_norp.txt	celestial
NORP	tusita devas	Tusita devas	13	5	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Tusita devas; tusita devas
NORP	abhassara devas	Abhassara devas	12	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Abhassara devas; abhassara devas
NORP	akasa	Akasa	12	7	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/verses_norp.txt	Akasa; akasa
NORP	bhikkhu sangha	Bhikkhu Sangha	12	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Bhikkhu Sangha; bhikkhu sangha
NORP	kumbhanda	Kumbhanda	12	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Kumbhanda; kumbhanda
NORP	nāga	nāga	12	6	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/norp_reconcile.txt; graph/entities/TEXT/verses_norp.txt	nāga
NORP	bhikkhu	Bhikkhu	11	6	graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Bhikkhu; bhikkhu
NORP	bhikkhu-sangha	bhikkhu-sangha	11	7	graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/norp_reconcile.txt; graph/entities/TEXT/verses_norp.txt	bhikkhu-sangha
NORP	blessed ones	Blessed Ones	11	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Blessed Ones; blessed ones
NORP	brahmās	brahmās	11	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	brahmās
NORP	buliyans	Buliyans	11	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Buliyans; buliyans
NORP	dasarahas	Dasarahas	11	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Dasarahas; dasarahas
NORP	demon	demon	11	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	demon
NORP	sky-fruit devas	Sky-fruit devas	11	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Sky-fruit devas; sky-fruit devas
NORP	subhakinha devas	Subhakinha devas	11	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Subhakinha devas; subhakinha devas
NORP	four great king devas	Four Great King devas	10	6	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/norp_reconcile.txt; graph/entities/TEXT/verses_norp.txt	Four Great King devas; four great king devas
NORP	ghandhabbas	Ghandhabbas	10	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Ghandhabbas; ghandhabbas
NORP	human beings	human beings	10	6	graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	human beings
NORP	male & female slaves	male & female slaves	10	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	male & female slaves
NORP	male and female lay followers	male and female lay followers	10	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	male and female lay followers
NORP	male and female lay-followers	male and female lay-followers	10	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	male and female lay-followers
NORP	moriyans	Moriyans	10	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Moriyans; moriyans
NORP	nimmanaratis	Nimmanaratis	10	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Nimmanaratis; nimmanaratis
NORP	noble sons	noble sons	10	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	noble sons
NORP	novices	novices	10	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	novices
NORP	nāgas	nāgas	10	6	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/norp_reconcile.txt; graph/entities/TEXT/verses_norp.txt	nāgas
NORP	sakyan clan	Sakyan clan	10	6	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/norp_reconcile.txt; graph/entities/TEXT/verses_norp.txt	Sakyan clan; sakyan clan
NORP	suddhavasa deities	Suddhavasa deities	10	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Suddhavasa deities; suddhavasa deities
NORP	vehapphala devas	Vehapphala devas	10	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Vehapphala devas; vehapphala devas
NORP	yamas	Yamas	10	8	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Yamas; yamas
NORP	! celestial	! celestial	9	1	graph/entities/TEXT/norp_freq_ati.txt	! celestial
NORP	beautiful black devas	Beautiful Black devas	9	6	graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Beautiful Black Devas; Beautiful Black devas
NORP	disturbed	disturbed	9	2	graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/verses_norp.txt	disturbed
NORP	kshatriya	kshatriya	9	5	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	kshatriya
NORP	nagasena	Nagasena	9	2	graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/verses_norp.txt	Nagasena
NORP	sakyan son	Sakyan son	9	7	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/verses_norp.txt	Sakyan son; sakyan son
NORP	sire	Sire	9	7	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/not_norp.txt; graph/entities/TEXT/verses_norp.txt	Sire; sire
NORP	! nagasena	! Nagasena	8	1	graph/entities/TEXT/norp_freq_ati.txt	! Nagasena
NORP	anguttarapan	Anguttarapan	8	7	graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/norp_reconcile.txt; graph/entities/TEXT/verses_norp.txt	Anguttarapan; anguttarapan
NORP	bhaaradvaaja brahmans	Bhaaradvaaja Brahmans	8	7	graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/norp_reconcile.txt; graph/entities/TEXT/verses_norp.txt	Bhaaradvaaja Brahmans; bhaaradvaaja brahmans
NORP	dazzles	dazzles	8	2	graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/verses_norp.txt	dazzles
NORP	lake	lake	8	2	graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/verses_norp.txt	lake
NORP	perfected ones	Perfected Ones	8	6	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/norp_reconcile.txt; graph/entities/TEXT/verses_norp.txt	Perfected Ones; perfected ones
NORP	radiant gods	Radiant Gods	8	3	graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Radiant Gods; Radiant gods
NORP	thirty-three	Thirty-three	8	5	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq.txt	Thirty-three; thirty-three
NORP	tusitas	Tusitas	8	6	graph/entities/TEXT/norp.txt; graph/entities/TEXT/norp_all.txt; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_freq.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Tusitas
NORP	female probationers	female probationers	7	5	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	female probationers
NORP	fisherman's son	Fisherman's Son	7	2	graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/verses_norp.txt	Fisherman's Son
NORP	four kings	Four Kings	7	5	graph/entities/JSONL/all_nodes.jsonl; graph/entities/TEXT/norp_ati_verses_freq.txt; graph/entities/TEXT/norp_entities.txt; graph/entities/TEXT/norp_freq_ati.txt; graph/entities/TEXT/verses_norp.txt	Four Kings; four kings
