identifier,nikaya,vagga,book_number,title,subtitle
an09.032.than.html,AN,9,32,Vihāra Sutta,Dwellings (1)
an09.033.than.html,AN,9,33,Vihāra Sutta,Dwellings (2)
an09.034.than.html,AN,9,34,Nibbana Sutta,Unbinding
an09.035.than.html,AN,9,35,Gavi Sutta,The Cow
an09.036.than.html,AN,9,36,Jhana Sutta,Mental Absorption
an09.037.than.html,AN,9,37,Ananda Sutta,With Ananda
an09.038.than.html,AN,9,38,Brahmana Sutta,To Two Brahmans
an09.039.than.html,AN,9,39,Deva Sutta,The Devas (About Jhāna)
an09.040.than.html,AN,9,40,Naga Sutta,The Tusker
an09.041.than.html,AN,9,41,Tapussa Sutta,To Tapussa
an09.042.than.html,AN,9,42,Pañcala Sutta,Pañcala's Verse
an09.043.than.html,AN,9,43,Kayasakkhi Sutta,Bodily Witness
an09.044.than.html,AN,9,44,Paññavimutti Sutta,Released Through Discernmen
an09.045.than.html,AN,9,45,Ubhatobhaga Sutta,(Released) Both Ways
an09.062.than.html,AN,9,62,Bhabba Sutta,Capable
an09.063.than.html,AN,9,63,Sikkha-dubbalya Sutta,Things That Weaken the Training
an09.064.than.html,AN,9,64,Nivarana Sutta,Hindrances
an10.006.than.html,AN,10,6,Samadhi Sutta,Concentration
an10.007.than.html,AN,10,7,Sariputta Sutta,With Sariputta
an10.013.than.html,AN,10,13,Sanyojana Sutta,Fetters
an10.015.than.html,AN,10,15,Appamada Sutta,Heedfulness
an10.017.than.html,AN,10,17,Natha Sutta,Protectors
an10.020.than.html,AN,10,20,Ariyavasa Sutta,Dwellings of the Noble Ones
an10.024.than.html,AN,10,24,Cunda Sutta,Cunda
an10.027x.nypo.html,AN,10,27,Mahapañha Sutta,The Great Questions
an10.029.than.html,AN,10,29,Kosala Sutta,The Kosalan
an10.046.than.html,AN,10,46,Sakka Sutta,To the Sakyans (on the Uposatha)
an10.048.piya.html,AN,10,48,Dasadhamma Sutta,Discourse on The Ten Dhammas
an10.048.than.html,AN,10,48,Dasadhamma Sutta,Ten Things
an10.051.than.html,AN,10,51,Sacitta Sutta,One's Own Mind
an10.054.than.html,AN,10,54,Samatha Sutta,With Regard to Tranquility
an10.058.than.html,AN,10,58,Mula Sutta,Rooted
an10.060.piya.html,AN,10,60,Girimananda Sutta,Discourse to Girimananda Thera
an10.060.than.html,AN,10,60,Girimananda Sutta,To Girimananda
an10.065.niza.html,AN,10,65,Pathama Sukha Sutta,First Discourse on the Pleasan
an10.066.niza.html,AN,10,66,Dutiya Sukha Sutta,Second Discourse on the Pleasan
an10.069.than.html,AN,10,69,Kathavatthu Sutta,Topics of Conversation (1)
an10.070.than.html,AN,10,70,Kathavatthu Sutta,Topics of Conversation (2)
an10.071.than.html,AN,10,71,Akankha Sutta,Wishes
an10.080.than.html,AN,10,80,Aghata Sutta,Hatred
an10.081.than.html,AN,10,81,Bahuna Sutta,To Bahuna
an10.092.than.html,AN,10,92,Vera Sutta,Animosity
an10.093.than.html,AN,10,93,Ditthi Sutta,Views
an10.094.than.html,AN,10,94,Vajjiya Sutta,About Vajjiya
an10.095.than.html,AN,10,95,Uttiya Sutta,To Uttiya
an10.096.than.html,AN,10,96,Kokanuda Sutta,To Kokanuda
an10.103.than.html,AN,10,103,Micchatta Sutta,Wrongness
an10.104.than.html,AN,10,104,Bija Sutta,The Seed
an10.108.than.html,AN,10,108,Virecana (Tikicchaka) Sutta,A Purgative
an10.118.niza.html,AN,10,118,Orimatīra Sutta,The Near Shore
an10.176.than.html,AN,10,176,Cunda Kammaraputta Sutta,To Cunda the Silversmith
an10.177.than.html,AN,10,177,Janussonin Sutta,To Janussonin
an10.208.than.html,AN,10,208,Brahmavihara Sutta,The Sublime Attitudes
an11.001.than.html,AN,11,1,Kimattha Sutta,What is the Purpose?
an11.002.than.html,AN,11,2,Cetana Sutta,An Act of Will
an11.010.than.html,AN,11,10,Sandha Sutta,To Sandha
an11.012.than.html,AN,11,12,Mahanama Sutta,To Mahanama (1)
an11.013.than.html,AN,11,13,Mahanama Sutta,To Mahanama (2)
an11.016.piya.html,AN,11,16,Metta (Mettanisamsa) Sutta,Discourse on Advantages of Loving-kindness
an11.016.than.html,AN,11,16,Metta (Mettanisamsa) Sutta,Good Will
an11.017.than.html,AN,11,17,Dasama Sutta,To Dasama
an11.018.than.html,AN,11,18,Gopalaka Sutta,The Cowherd
sn01.001.than.html,SN,1,1,Ogha-tarana Sutta,Crossing over the Flood
sn01.003.wlsh.html,SN,1,3,Upaneyya.m Sutta,Doomed
sn01.009.wlsh.html,SN,1,9,Maanakaamo Sutta,Vain Conceits
sn01.010.irel.html,SN,1,10,Arañña Sutta,The Wilderness
sn01.010.olen.html,SN,1,10,Arañña Sutta,A Face So Calm
sn01.010.than.html,SN,1,10,Arañña Sutta,The Wilderness
sn01.017.wlsh.html,SN,1,17,Dukkara.m (Kummo) Sutta,Difficul
sn01.018.than.html,SN,1,18,Hiri Sutta,Conscience
sn01.020.than.html,SN,1,20,Samiddhi Sutta,About Samiddhi
sn01.020.wlsh.html,SN,1,20,Samiddhi Sutta,Samiddhi
sn01.025.wlsh.html,SN,1,25,Araha.m Sutta,The Arahan
sn01.038.than.html,SN,1,38,Sakalika Sutta,The Stone Sliver
sn01.041.than.html,SN,1,41,Aditta Sutta,(The House) On Fire
sn01.042.than.html,SN,1,42,Kindada Sutta,A Giver of Wha
sn01.069.than.html,SN,1,69,Iccha Sutta,Desire
sn01.071.than.html,SN,1,71,Ghatva Sutta,Having Killed
sn02.006.olen.html,SN,2,6,Kamada Sutta,Kamada's Lamen
sn02.007.than.html,SN,2,7,Pañcalacanda Sutta,Pañcalacanda the Deva's Son
sn02.008.wlsh.html,SN,2,8,Taayano Sutta,Taayana
sn02.009.piya.html,SN,2,9,Candima Sutta,The Moon Deity's Prayer for Protection
sn02.010.piya.html,SN,2,10,Suriya Sutta,The Sun Deity's Prayer for Protection
sn02.019.than.html,SN,2,19,Uttara Sutta,Uttara the Deva's Son
sn02.025.wlsh.html,SN,2,25,Jantu Sutta,Jantu
sn02.026.than.html,SN,2,26,Rohitassa Sutta,To Rohitassa
sn03.001.than.html,SN,3,1,Dahara Sutta,Young
sn03.004.than.html,SN,3,4,Piya Sutta,Dear
sn03.005.than.html,SN,3,5,Atta-rakkhita Sutta,Self-protected
sn03.006.than.html,SN,3,6,Appaka Sutta,Few
sn03.007.than.html,SN,3,7,Atthakarana Sutta,In Judgmen
sn03.008.wlsh.html,SN,3,8,Mallikaa Sutta,Mallikaa
sn03.013.olen.html,SN,3,13,Donapaka Sutta,King Pasenadi Goes on a Die
sn03.013.wlsh.html,SN,3,13,Do.napaaka Sutta,A Heavy Meal
sn03.014.than.html,SN,3,14,Sangama Sutta,A Battle (1)
sn03.015.than.html,SN,3,15,Sangama Sutta,A Battle (2)
sn03.017.than.html,SN,3,17,Appamada Sutta,Heedfulness
sn03.019.than.html,SN,3,19,Aputtaka Sutta,Heirless (1)
sn03.020.than.html,SN,3,20,Aputtaka Sutta,Heirless (2)
sn03.023.than.html,SN,3,23,Loka Sutta,(Qualities of) the World
sn03.024.than.html,SN,3,24,Issattha Sutta,Archery Skills
sn03.025.olen.html,SN,3,25,Pabbatopama Sutta,Irresistible Force
sn03.025.than.html,SN,3,25,Pabbatopama Sutta,The Simile of the Mountains
sn04.008.than.html,SN,4,8,Nandana Sutta,Deligh
sn04.013.than.html,SN,4,13,Sakalika Sutta,The Stone Sliver
sn04.019.than.html,SN,4,19,Kassaka Sutta,The Farmer
sn04.020.than.html,SN,4,20,Rajja Sutta,Rulership
sn05.001.bodh.html,SN,5,1,Alavika Sutta,Alavika
sn05.001.than.html,SN,5,1,Alavika Sutta,Sister Alavika
sn05.002.bodh.html,SN,5,2,Soma Sutta,Soma
sn05.002.olen.html,SN,5,2,Soma Sutta,Mara Meets His Match
sn05.002.than.html,SN,5,2,Soma Sutta,Sister Soma
sn05.003.bodh.html,SN,5,3,Gotami Sutta,Gotami
sn05.003.than.html,SN,5,3,Gotami Sutta,Sister Gotami
sn05.004.bodh.html,SN,5,4,Vijaya Sutta,Vijaya
sn05.004.than.html,SN,5,4,Vijaya Sutta,Sister Vijaya
sn05.005.bodh.html,SN,5,5,Uppalavanna Sutta,Uppalavanna
sn05.005.than.html,SN,5,5,Uppalavanna Sutta,Sister Uppalavanna
sn05.006.bodh.html,SN,5,6,Cala Sutta,Cala
sn05.006.than.html,SN,5,6,Cala Sutta,Sister Cala
sn05.007.bodh.html,SN,5,7,Upacala Sutta,Upacala
sn05.007.than.html,SN,5,7,Upacala Sutta,Sister Upacala
sn05.008.bodh.html,SN,5,8,Sisupacala Sutta,Sisupacala
sn05.008.than.html,SN,5,8,Sisupacala Sutta,Sister Sisupacala
sn05.009.bodh.html,SN,5,9,Sela Sutta,Sela
sn05.009.than.html,SN,5,9,Sela Sutta,Sister Sela
sn05.010.bodh.html,SN,5,10,Vajira Sutta,Vajira
sn05.010.than.html,SN,5,10,Vajira Sutta,Sister Vajira
sn06.001.than.html,SN,6,1,Ayacana Sutta,The Reques
sn06.002.than.html,SN,6,2,Garava Sutta,Reverence
sn06.013.olen.html,SN,6,13,Andhakavinda Sutta,Let the Wilderness Serve!
sn06.015.than.html,SN,6,15,Parinibbana Sutta,Total Unbinding
sn07.001.wlsh.html,SN,7,1,Dhanañjaanii Sutta,Dhanañjaani
sn07.002.budd.html,SN,7,2,Akkosa Sutta,Insul
sn07.002.than.html,SN,7,2,Akkosa Sutta,Insul
sn07.002.wlsh.html,SN,7,2,Akkoso Sutta,Abuse
sn07.006.than.html,SN,7,6,Jata Sutta,The Tangle
sn07.011.piya.html,SN,7,11,Kasi Bharadvaja Sutta,Discourse to Bharadvaja,the Farmer
sn07.011.than.html,SN,7,11,Kasi Bharadvaja Sutta,To the Plowing Bharadvaja
sn07.012.olen.html,SN,7,12,Udaya Sutta,Breaking the Cycle
sn07.014.than.html,SN,7,14,Maha-sala Sutta,Very Rich
sn07.017.than.html,SN,7,17,Navakammika Sutta,The Builder
sn07.018.olen.html,SN,7,18,Katthaharaka Sutta,Buddha in the Fores
sn07.018.than.html,SN,7,18,Katthaharaka Sutta,Firewood-gathering
sn07.021.wlsh.html,SN,7,21,Sangaarava Sutta,Sangaarava
sn08.004.than.html,SN,8,4,Ananda Sutta,Ananda
sn09.001.than.html,SN,9,1,Viveka Sutta,Seclusion
sn09.006.than.html,SN,9,6,Anuruddha Sutta,Anuruddha
sn09.009.than.html,SN,9,9,Vajjiputta Sutta,The Vajjian Princeling
sn09.011.than.html,SN,9,11,Ayoniso-manasikara Sutta,Inappropriate Attention
sn09.014.olen.html,SN,9,14,Gandhatthena Sutta,Stealing the Scen
sn09.014.than.html,SN,9,14,Gandhatthena Sutta,The Thief of a Scen
sn10.008.than.html,SN,10,8,Sudatta Sutta,About Sudatta (Anathapindika)
sn10.012.piya.html,SN,10,12,Alavaka Sutta,Discourse to Alavaka
sn10.012.than.html,SN,10,12,Alavaka Sutta,To the Alavaka Yakkha
sn11.003.piya.html,SN,11,3,Dhajagga Sutta,Banner Protection
sn11.003.than.html,SN,11,3,Dhajagga Sutta,The Top of the Standard
sn11.004.olen.html,SN,11,4,Vepacitti Sutta,Calm in the Face of Anger
sn11.005.than.html,SN,11,5,Subhasita-jaya Sutta,Victory Through What is Well Spoken
sn12.002.than.html,SN,12,2,Paticca-samuppada-vibhanga Sutta,Analysis of Dependent Co-arising
sn12.010.wlsh.html,SN,12,10,Mahaa Sakyamuni Gotamo Sutta,Gotama the Great Sage of the Sakya
sn12.011.nypo.html,SN,12,11,Ahara Sutta,Nutrimen
sn12.011.than.html,SN,12,11,Ahara Sutta,Nutrimen
sn12.012.nypo.html,SN,12,12,Phagguna Sutta,To Phagguna
sn12.012.than.html,SN,12,12,Phagguna Sutta,To Phagguna
sn12.015.than.html,SN,12,15,Kaccayanagotta Sutta,To Kaccayana Gotta (on Right View)
sn12.015.wlsh.html,SN,12,15,Kaccaayanagotto Sutta,Kaccaayana
sn12.016.wlsh.html,SN,12,16,Dhammakathiko Sutta,The Teacher of the Dhamma
sn12.017.than.html,SN,12,17,Acela Sutta,To the Clothless Ascetic
sn12.017x.wlsh.html,SN,12,17,Acela Sutta,Naked Kassapa
sn12.019.than.html,SN,12,19,Bala-pandita Sutta,The Fool & the Wise Person
sn12.020.than.html,SN,12,20,Paccaya Sutta,Requisite Conditions
sn12.022x.wlsh.html,SN,12,22,Dasabalaa (2) Sutta,Ten Powers
sn12.023.bodh.html,SN,12,23,Upanisa Sutta,Discourse on Supporting Conditions
sn12.023.than.html,SN,12,23,Upanisa Sutta,Prerequisites
sn12.023x.wlsh.html,SN,12,23,Upanisaa Sutta,Upanisaa
sn12.025.than.html,SN,12,25,Bhumija Sutta,To Bhumija
sn12.031.than.html,SN,12,31,Bhutamidam Sutta,This Has Come Into Being
sn12.031x.nypo.html,SN,12,31,Bhutamidam Sutta,This Has Come Into Being
sn12.035.than.html,SN,12,35,Avijjapaccaya Sutta,From Ignorance as a Requisite Condition
sn12.038.than.html,SN,12,38,Cetana Sutta,Intention
sn12.038.wlsh.html,SN,12,38,Cetanaa Sutta,Volition
sn12.044.than.html,SN,12,44,Loka Sutta,The World
sn12.046.than.html,SN,12,46,Aññatra Sutta,A Certain Brahman
sn12.048.than.html,SN,12,48,Lokayatika Sutta,The Cosmologis
sn12.052.than.html,SN,12,52,Upadana Sutta,Clinging
sn12.060x.wlsh.html,SN,12,60,Nidaana.m Sutta,Aananda's Mistake
sn12.061.niza.html,SN,12,61,Assutavā Sutta,The Spiritually-Unlearned (1)
sn12.061.than.html,SN,12,61,Assutavā Sutta,Uninstructed (1)
sn12.063.nypo.html,SN,12,63,Puttamansa Sutta,A Son's Flesh
sn12.063.than.html,SN,12,63,Puttamansa Sutta,A Son's Flesh
sn12.064.nypo.html,SN,12,64,Atthi Raga Sutta,Where There is Passion
sn12.064.than.html,SN,12,64,Atthi Raga Sutta,Where There is Passion
sn12.065.than.html,SN,12,65,Nagara Sutta,The City
sn12.067.than.html,SN,12,67,Nalakalapiyo Sutta,Sheaves of Reeds
sn12.068.than.html,SN,12,68,Kosambi Sutta,At Kosambi (On Knowing Dependent Co-arising)
sn12.070.than.html,SN,12,70,Susima Sutta,About Susima
sn13.001.than.html,SN,13,1,Nakhasikha Sutta,The Tip of the Fingernail
sn13.002.than.html,SN,13,2,Pokkharani Sutta,The Pond
sn13.008.than.html,SN,13,8,Samudda Sutta,The Ocean
sn14.011.than.html,SN,14,11,Sattadhatu Sutta,Seven Properties
sn15.003.than.html,SN,15,3,Assu Sutta,Tears
sn15.009.than.html,SN,15,9,Danda Sutta,The Stick
sn15.011.than.html,SN,15,11,Duggata Sutta,Fallen on Hard Times
sn15.012.than.html,SN,15,12,Sukhita Sutta,Happy
sn15.013.than.html,SN,15,13,Timsa Sutta,Thirty
sn15.014.than.html,SN,15,14-19,Mata Sutta,Mother
sn16.001.wlsh.html,SN,16,1,Santu.t.tha.m Sutta,Contentmen
sn16.002.wlsh.html,SN,16,2,Anottaapi Sutta,Carelessness
sn16.005.than.html,SN,16,5,Jinna Sutta,Old
sn16.013.than.html,SN,16,13,Saddhammapatirupaka Sutta,A Counterfeit of the True Dhamma
sn16.013.wlsh.html,SN,16,13,Saddhamma-pa.tiruupaka.m Sutta,False Dhamma
sn17.003.than.html,SN,17,3,Kumma Sutta,The Turtle
sn17.005.than.html,SN,17,5,Pilahaka Sutta,The Dung Beetle
sn17.005.wlsh.html,SN,17,5,Piḷhika Sutta,The Dung Beetle
sn17.008.than.html,SN,17,8,Sigala Sutta,The Jackal
sn20.002.than.html,SN,20,2,Nakhasikha Sutta,The Tip of the Fingernail
sn20.004.than.html,SN,20,4,Okkha Sutta,Serving Dishes
sn20.005.than.html,SN,20,5,Satti Sutta,The Spear
sn20.006.than.html,SN,20,6,Dhanuggaha Sutta,The Archer
sn20.007.than.html,SN,20,7,Ani Sutta,The Peg
sn21.001.than.html,SN,21,1,Kolita Sutta,Kolita
sn21.002.than.html,SN,21,2,Upatissa Sutta,About Upatissa (Sariputta)
sn21.006.niza.html,SN,21,6,Lakuntaka Bhaddiya Sutta,About Bhaddiya the Dwarf
sn21.008.wlsh.html,SN,21,8,Nando Sutta,Nanda
sn21.010.than.html,SN,21,10,Theranama Sutta,[A Monk] by the Name of Elder
sn22.001.than.html,SN,22,1,Nakulapita Sutta,To Nakulapita
sn22.002.than.html,SN,22,2,Devadaha Sutta,At Devadaha
sn22.003.than.html,SN,22,3,Haliddakani Sutta,To Haliddakani
sn22.005.than.html,SN,22,5,Samadhi Sutta,Concentration
sn22.007.wlsh.html,SN,22,7,Upaadaaparitassanaa Sutta,Grasping and Worry
sn22.022.niza.html,SN,22,22,Bhāra Sutta,The Burden
sn22.022.than.html,SN,22,22,Bhāra Sutta,The Burden
sn22.022.wlsh.html,SN,22,22,Bhāra Sutta,The Burden
sn22.023.than.html,SN,22,23,Pariñña Sutta,Comprehension
sn22.036.than.html,SN,22,36,Bhikkhu Sutta,The Monk
sn22.039.than.html,SN,22,39,Anudhamma Sutta,In Accordance with the Dhamma (1)
sn22.040.than.html,SN,22,40,Anudhamma Sutta,In Accordance with the Dhamma (2)
sn22.041.than.html,SN,22,41,Anudhamma Sutta,In Accordance with the Dhamma (3)
sn22.042.than.html,SN,22,42,Anudhamma Sutta,In Accordance with the Dhamma (4)
sn22.043.wlsh.html,SN,22,43,Attadiipaa Sutta,An Island to Oneself
sn22.047.than.html,SN,22,47,Samanupassana Sutta,Assumptions
sn22.047.wlsh.html,SN,22,47,Samanupassanaa Sutta,Ways of Regarding
sn22.048.than.html,SN,22,48,Khandha Sutta,Aggregates
sn22.049.wlsh.html,SN,22,49,So.no Sutta,So.na
sn22.053.than.html,SN,22,53,Upaya Sutta,Attached
sn22.054.than.html,SN,22,54,Bija Sutta,Means of Propagation
sn22.055.than.html,SN,22,55,Udana Sutta,Exclamation
sn22.056.than.html,SN,22,56,Parivatta Sutta,The (Fourfold) Round
sn22.057.than.html,SN,22,57,Sattatthana Sutta,Seven Bases
sn22.058.than.html,SN,22,58,Buddha Sutta,Awakened
sn22.059.mend.html,SN,22,59,Anatta-lakkhana Sutta,The Discourse on the Not-self Characteristic
sn22.059.nymo.html,SN,22,59,Anatta-lakkhana Sutta,The Discourse on the Not-self Characteristic
sn22.059.than.html,SN,22,59,Pañcavaggi Sutta,Five Brethren
sn22.060.than.html,SN,22,60,Mahali Sutta,To Mahali
sn22.063.wlsh.html,SN,22,63,Upaadiyamaano Sutta,Clinging
sn22.079.than.html,SN,22,79,Khajjaniya Sutta,Chewed Up
sn22.080.than.html,SN,22,80,Pindolya Sutta,Almsgoers
sn22.080.wlsh.html,SN,22,80,Pi.n.dolya.m Sutta,Going Begging
sn22.081.than.html,SN,22,81,Parileyyaka Sutta,At Parileyyaka
sn22.083.than.html,SN,22,83,Ananda Sutta,Ananda
sn22.084.than.html,SN,22,84,Tissa Sutta,Tissa
sn22.084x.wlsh.html,SN,22,84,Tisso Sutta,Tissa the Waverer
sn22.085.than.html,SN,22,85,Yamaka Sutta,To Yamaka
sn22.086.than.html,SN,22,86,Anuradha Sutta,To Anuradha
sn22.086.wlsh.html,SN,22,86,Anuraadho Sutta,Anuraadha is Caught Ou
sn22.087x.wlsh.html,SN,22,87,Vakkali Sutta,Vakkali
sn22.089.than.html,SN,22,89,Khemaka Sutta,About Khemaka
sn22.089x.wlsh.html,SN,22,89,Khemo Sutta,Khemaka
sn22.090.than.html,SN,22,90,Channa Sutta,To Channa
sn22.093.than.html,SN,22,93,Nadi Sutta,The River
sn22.095.than.html,SN,22,95,Phena Sutta,Foam
sn22.097.than.html,SN,22,97,Nakhasikha Sutta,The Tip of the Fingernail
sn22.099.than.html,SN,22,99,Gaddula Sutta,The Leash (1)
sn22.100.than.html,SN,22,100,Gaddula Sutta,The Leash (2)
sn22.101.than.html,SN,22,101,Nava Sutta,The Ship
sn22.109.wlsh.html,SN,22,109,Sotaapanno Sutta,The Sotaapanna ('Stream-winner')
sn22.110.wlsh.html,SN,22,110,Araha.m Sutta,The Arahan
sn22.121.than.html,SN,22,121,Upadana Sutta,Clinging
sn22.122.than.html,SN,22,122,Silavant Sutta,Virtuous
sn23.002.than.html,SN,23,2,Satta Sutta,A Being
sn25.001.than.html,SN,25,1,Cakkhu Sutta,The Eye
sn25.002.than.html,SN,25,2,Rupa Sutta,Forms
sn25.003.than.html,SN,25,3,Viññana Sutta,Consciousness
sn25.004.than.html,SN,25,4,Phassa Sutta,Contac
sn25.005.than.html,SN,25,5,Vedana Sutta,Feeling
sn25.006.than.html,SN,25,6,Sañña Sutta,Perception
sn25.007.than.html,SN,25,7,Cetana Sutta,Intention
sn25.008.than.html,SN,25,8,Tanha Sutta,Craving
sn25.009.than.html,SN,25,9,Dhatu Sutta,Properties
sn25.010.than.html,SN,25,10,Khandha Sutta,Aggregates
sn27.001-010.than.html,SN,27,1-10,Upakkilesa Samyutta,Defilements
sn35.023.than.html,SN,35,23,Sabba Sutta,The All
sn35.024.than.html,SN,35,24,Pahanaya Sutta,To Be Abandoned
sn35.028.nymo.html,SN,35,28,Adittapariyaya Sutta,The Fire Sermon
sn35.028.than.html,SN,35,28,Adittapariyaya Sutta,The Fire Sermon
sn35.063.than.html,SN,35,63,Migajala Sutta,To Migajala
sn35.063.wlsh.html,SN,35,63,Migajaalena Sutta,Migajaala
sn35.069.than.html,SN,35,69,Upasena Sutta,Upasena
sn35.074.than.html,SN,35,74,Gilana Sutta,Ill (1)
sn35.075.than.html,SN,35,75,Gilana Sutta,Ill (2)
sn35.080.than.html,SN,35,80,Avijja Sutta,Ignorance
sn35.082.than.html,SN,35,82,Loka Sutta,The World
sn35.085.than.html,SN,35,85,Suñña Sutta,Empty
sn35.088.than.html,SN,35,88,Punna Sutta,To Punna
sn35.093.than.html,SN,35,93,Dvaya Sutta,A Pair
sn35.095.than.html,SN,35,95,Malunkyaputta Sutta,To Malunkyaputta
sn35.095.wlsh.html,SN,35,95,Maalunkyaputta Sutta,Maalunkyaputta
sn35.097.than.html,SN,35,97,Pamadaviharin Sutta,Dwelling in Heedlessness
sn35.099.than.html,SN,35,99,Samadhi Sutta,Concentration
sn35.101.than.html,SN,35,101,Na Tumhaka Sutta,Not Yours
sn35.115.than.html,SN,35,115,Marapasa Sutta,Mara's Power
sn35.120.wlsh.html,SN,35,120,Sariputto Sutta,Sariputta
sn35.127.than.html,SN,35,127,Bharadvaja Sutta,About Bharadvaja
sn35.127.wlsh.html,SN,35,127,Bhaaradvaajo Sutta,Bhaaradvaaja Instructs a King
sn35.132.wlsh.html,SN,35,132,Lohicco Sutta,Lohicca
sn35.133.wlsh.html,SN,35,133,Verahaccaani Sutta,Verahaccaani
sn35.135.than.html,SN,35,135,Khana Sutta,The Opportunity
sn35.145.than.html,SN,35,145,Kamma Sutta,Action
sn35.145.wlsh.html,SN,35,145,Kamma.m Sutta,Kamma
sn35.152.wlsh.html,SN,35,152,Atthinukhopariyaayo Sutta,Is There a Criterion?
sn35.153.than.html,SN,35,153,Indriya Sutta,Faculties
sn35.187.wlsh.html,SN,35,187,Samuddo (1) Sutta,The Ocean (1)
sn35.189.than.html,SN,35,189,Balisika Sutta,The Fisherman
sn35.191.than.html,SN,35,191,Kotthita Sutta,To Kotthita
sn35.191.wlsh.html,SN,35,191,Ko.t.thiko Sutta,Ko.t.thika
sn35.193.than.html,SN,35,193,Udayin Sutta,With Udayin
sn35.197.than.html,SN,35,197,Asivisa Sutta,Vipers
sn35.199.than.html,SN,35,199,Kumma Sutta,The Tortoise
sn35.200.than.html,SN,35,200,Daruka-khandha Sutta,The Log
sn35.202.than.html,SN,35,202,Avassuta Sutta,Soggy
sn35.203x.wlsh.html,SN,35,203,Dukkhadhammaa Sutta,Things Productive of Suffering
sn35.204.than.html,SN,35,204,Kimsuka Sutta,The Riddle Tree
sn35.204.wlsh.html,SN,35,204,Ki.msukaa Sutta,The 'What's It' Tree (Ki.msuka)
sn35.205.than.html,SN,35,205,Vina Sutta,The Lute
sn35.205x.wlsh.html,SN,35,205,Vii.naa Sutta,The Lute
sn35.206.than.html,SN,35,206,Chappana Sutta,The Six Animals
sn35.206x.wlsh.html,SN,35,206,Chapaa.na Sutta,The Six Animals
sn35.207.than.html,SN,35,207,Yavakalapi Sutta,The Sheaf of Barley
sn36.001.nypo.html,SN,36,1,Samadhi Sutta,Concentration
sn36.002.nypo.html,SN,36,2,Sukha Sutta,Happiness
sn36.003.nypo.html,SN,36,3,Pahana Sutta,Giving Up
sn36.004.nypo.html,SN,36,4,Patala Sutta,The Bottomless Pi
sn36.004.than.html,SN,36,4,Patala Sutta,The Bottomless Chasm
sn36.005.nypo.html,SN,36,5,Datthabba Sutta,To Be Known
sn36.006.nypo.html,SN,36,6,Sallatha Sutta,The Dar
sn36.006.than.html,SN,36,6,Sallatha Sutta,The Arrow
sn36.007.nypo.html,SN,36,7,Gelañña Sutta,At the Sick Room (1)
sn36.007.than.html,SN,36,7,Gelañña Sutta,The Sick Ward (1)
sn36.008.nypo.html,SN,36,8,Gelañña Sutta,At the Sick Room (2)
sn36.009.nypo.html,SN,36,9,Anicca Sutta,Impermanen
sn36.010.nypo.html,SN,36,10,Phassamulaka Sutta,Rooted in Sense-impression
sn36.011.nypo.html,SN,36,11,Rahogata Sutta,Secluded
sn36.011.than.html,SN,36,11,Rahogata Sutta,Alone
sn36.012.nypo.html,SN,36,12,Akasa Sutta,In the Sky (1)
sn36.014.nypo.html,SN,36,14,Agara Sutta,The Guest House
sn36.015.nypo.html,SN,36,15,Santaka Sutta,To Ananda (1)
sn36.019.nypo.html,SN,36,19,Pañcakanga Sutta,Carpenter Fivetools
sn36.019.than.html,SN,36,19,Pañcakanga Sutta,With Pañcakanga
sn36.021.nypo.html,SN,36,21,Sivaka Sutta,To Sivaka
sn36.021.than.html,SN,36,21,Sivaka Sutta,To Sivaka
sn36.022.nypo.html,SN,36,22,Atthasatapariyaya Sutta,One Hundred Eight Feelings
sn36.022.than.html,SN,36,22,Atthasata Sutta,The One-hundred-and-eight Exposition
sn36.023.than.html,SN,36,23,Bhikkhu Sutta,To a Certain Bhikkhu
sn36.031.nypo.html,SN,36,31,Niramisa Sutta,Unworldly
sn36.031.than.html,SN,36,31,Niramisa Sutta,Not of the Flesh
sn37.034.than.html,SN,37,4,Vaddha Sutta,Growth
sn38.014.than.html,SN,38,14,Dukkha Sutta,Stress
sn40.009.wlsh.html,SN,40,9,Animitto Sutta,The Signless
sn41.003.than.html,SN,41,3,Isidatta Sutta,About Isidatta
sn41.004.than.html,SN,41,4,Mahaka Sutta,About Mahaka
sn41.005.niza.html,SN,41,5,Pathama Kamabhu,About Kamabhu (1)
sn41.006.than.html,SN,41,6,Kamabhu Sutta,With Kamabhu (2)
sn41.007.than.html,SN,41,7,Godatta Sutta,To Godatta
sn41.010.than.html,SN,41,10,Gilana Sutta,Sick
sn41.010.wlsh.html,SN,41,10,Gilaana-dassana.m Sutta,Seeing the Sick (Citta)
sn42.002.than.html,SN,42,2,Talaputa Sutta,To Talaputa the Actor
sn42.003.than.html,SN,42,3,Yodhajiva Sutta,To Yodhajiva (The Warrior)
sn42.006.than.html,SN,42,6,Paccha-bhumika Sutta,[Brahmans] of the Western Land
sn42.007.wlsh.html,SN,42,7,Desanaa Sutta,Teaching
sn42.008.than.html,SN,42,8,Sankha Sutta,The Conch Trumpe
sn42.009.than.html,SN,42,9,Kula Sutta,Families
sn42.010.than.html,SN,42,10,Maniculaka Sutta,To Maniculaka
sn42.011.than.html,SN,42,11,Gandhabhaka (Bhadraka) Sutta,To Gandhabhaka (Bhadraka)
sn44.001.than.html,SN,44,1,Khema Sutta,With Khema
